Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2008-01,0.010530975513152071,0.011431855424306673,0.010492144482498855,0.012775409084907931,0.02476643135062091,0.057640781901633235,0.07893571911185666,0.07328192104874848,0.05785823567329124,0.05620403376746426,0.05165303697490739,0.05178506247912832,0.0504492750246577,0.04223262893843729,0.04137834626406654,0.0371379977167354,0.041370580057935896,0.047459285664360105,0.04700107950265216,0.04920668204375481,0.05169963421169125,0.045921576850492765,0.03144536862297399,0.017341938289726085
2008-02,0.010530975513152071,0.011431855424306673,0.010492144482498855,0.012775409084907931,0.02476643135062091,0.057640781901633235,0.07893571911185666,0.07328192104874848,0.05785823567329124,0.05620403376746426,0.05165303697490739,0.05178506247912833,0.0504492750246577,0.04223262893843729,0.04137834626406654,0.0371379977167354,0.041370580057935896,0.047459285664360105,0.04700107950265216,0.04920668204375481,0.05169963421169125,0.045921576850492765,0.03144536862297399,0.017341938289726085
2008-03,0.010560342468310894,0.011371534095323278,0.010639823472559953,0.013549743802007266,0.026889033781171114,0.05901694480953154,0.07857308948645068,0.07228852748650631,0.05775314776776712,0.05591192349510481,0.05166306101351331,0.051700350053652026,0.049920397239522955,0.04217871749277517,0.041105855617267394,0.03741227088489312,0.04176478021541518,0.04743109108967168,0.04714480770797308,0.04936902144679383,0.05132819203125663,0.04498854257918447,0.03053597431408596,0.01690282764926224
2008-04,0.011431855424306673,0.010492144482498855,0.012775409084907931,0.02476643135062091,0.057640781901633235,0.07893571911185666,0.07328192104874848,0.05785823567329124,0.05620403376746426,0.05165303697490739,0.05178506247912832,0.0504492750246577,0.04223262893843729,0.04137834626406654,0.0371379977167354,0.041370580057935896,0.047459285664360105,0.04700107950265216,0.04920668204375481,0.05169963421169125,0.045921576850492765,0.03144536862297399,0.017341938289726085,0.010530975513152071
2008-05,0.01143206182372249,0.01049189441535217,0.012778465327228589,0.024769329418451173,0.057639314425324474,0.07892994634234937,0.073278942754628,0.05785751430188429,0.0562049513497431,0.05165117638879539,0.05178567270494502,0.05044857738673408,0.04223524123861227,0.04137826934323993,0.037138743992332995,0.041369208587022685,0.04745814507361453,0.04700013915087806,0.04920751511447276,0.05169869338776608,0.04592399828254131,0.03144749744474427,0.01734278044974437,0.01053192129587261
2008-06,0.011430578968063604,0.010491737610455873,0.012778585525925519,0.024768205757527584,0.057640206023656285,0.07892964742581061,0.0732786769153062,0.0578586784463704,0.056206746853286936,0.051649418490771745,0.05178737500268451,0.05044924410075433,0.04223683419918145,0.04137955669254342,0.037138909359966,0.04136967890645961,0.047458658944764226,0.0469993614645248,0.049207759974558236,0.051699302698573577,0.045926227651742035,0.03144844532646744,0.017340840151110724,0.010525323509494871
2008-07,0.011439385685288225,0.010499118124062139,0.012787119104239254,0.02477916108020712,0.05763406849612368,0.07890581103825146,0.07326604292356446,0.0578535949184844,0.05620464873199244,0.0516466347200696,0.05178534880268324,0.05044675404983468,0.04223863114658419,0.041380001361839176,0.037141508882919144,0.04136690368600468,0.04745529845336839,0.046997310719162015,0.04920607763563946,0.05169665958912924,0.04592990880198616,0.0314574636970401,0.017348794099009558,0.010533754252517213
2008-08,0.011436504930810486,0.010496583549684293,0.01278468192702649,0.024775359925432294,0.057634293601774786,0.07891006205521608,0.07326887063683106,0.05785318727468986,0.05620547356137083,0.05164622950005714,0.051785800486047626,0.05044597260296592,0.04223841418010774,0.04138037674860159,0.03714119440104598,0.04136660692935054,0.04745535750584175,0.046997742509203286,0.049206818183135145,0.05169659206758599,0.045929209064558954,0.031454449612705236,0.017346287599117997,0.010543931146838931
2008-09,0.011430309471138886,0.010490607312909695,0.01277677665155444,0.02476722789320813,0.057639917709202515,0.07893177223352182,0.07328113381925344,0.05785910492165273,0.05620640653168166,0.05165039012752511,0.05178693549273404,0.05044720276002281,0.04223499279036802,0.04137871406360563,0.037138271264776354,0.041367573947024304,0.04745918026216841,0.04700033837204883,0.04920774208058827,0.05169936123211236,0.04592462237004402,0.03144747604813812,0.017339517886445874,0.010534424758274515
2008-10,0.011286058526858888,0.010673773594617898,0.012333281497051587,0.022445409766192737,0.05127723189592293,0.07481205570245283,0.07437398077326479,0.06084153622611795,0.05652295853383827,0.052531892742583124,0.051758161093919605,0.05070595119477982,0.04382181079006517,0.04154253592319506,0.037957546832826795,0.040549611465914785,0.04627974340023094,0.04708800001226783,0.04877880876806354,0.051215599105453806,0.04703876613631674,0.03424587574540156,0.02007060561914811,0.01184880465351524
2008-11,0.010530975513152071,0.011431855424306673,0.010492144482498855,0.012775409084907931,0.02476643135062091,0.057640781901633235,0.07893571911185666,0.07328192104874848,0.05785823567329124,0.05620403376746426,0.05165303697490739,0.05178506247912832,0.0504492750246577,0.04223262893843729,0.04137834626406654,0.0371379977167354,0.041370580057935896,0.047459285664360105,0.04700107950265216,0.04920668204375481,0.05169963421169125,0.045921576850492765,0.03144536862297399,0.017341938289726085
2008-12,0.010530975513152071,0.011431855424306673,0.010492144482498855,0.012775409084907931,0.02476643135062091,0.057640781901633235,0.07893571911185666,0.07328192104874848,0.05785823567329124,0.05620403376746426,0.05165303697490739,0.05178506247912832,0.0504492750246577,0.04223262893843729,0.04137834626406654,0.0371379977167354,0.041370580057935896,0.047459285664360105,0.04700107950265216,0.04920668204375481,0.05169963421169125,0.045921576850492765,0.03144536862297399,0.017341938289726085
